Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area,Item,hg/ha_yield
2002,1083.0,42482.56,26.75,India,Soybeans,7624
1993,1083.0,66388.0,25.22,India,Cassava,230430
1993,2702.0,1597.0,27.51,Indonesia,Potatoes,158338
2010,758.0,63402.29,20.9,Mexico,Sorghum,39246
1996,1187.0,1575.5,26.61,Ghana,Maize,15153
1996,216.0,616.0,23.96,Iraq,Maize,20833
2005,591.0,65437.73,17.83,Argentina,Sorghum,51872
1996,2702.0,1597.0,27.07,Indonesia,Soybeans,11915
2005,537.0,36363.0,9.05,Canada,Potatoes,115053
1999,282.0,19.82,27.26,Mali,Wheat,21696
2007,591.0,81582.64,16.71,Argentina,Soybeans,29712
2006,534.0,35900.0,12.51,Australia,Soybeans,20993
1999,1976.0,2387.0,24.41,Honduras,Wheat,4750
2002,1083.0,42482.56,26.63,India,Soybeans,7624
2010,758.0,63402.29,15.87,Mexico,Wheat,54185
2005,1083.0,35342.0,26.23,India,Potatoes,188908
1999,867.0,114695.0,11.83,France,Sorghum,62061
1992,854.0,6117.0,15.95,Portugal,Yams,81455
1990,1212.0,157.0,19.39,Rwanda,Wheat,11811
1998,1083.0,49157.0,26.4,India,Soybeans,11001
2004,537.0,36138.0,8.63,Canada,Soybeans,25939
1990,636.0,39562.0,17.3,Spain,"Rice, paddy",63209
2007,1083.0,27422.77,27.23,India,Sorghum,8443
1990,89.0,1828.92,17.48,Algeria,Sorghum,16571
2002,1651.0,278.77,27.53,Guinea,Cassava,71520
1999,758.0,34468.93,25.03,Mexico,Potatoes,223519
2007,636.0,39286.0,11.89,Spain,Maize,100027
1994,51.0,4283.0,21.1,Egypt,"Rice, paddy",79130
2001,1083.0,43720.04,26.91,India,"Rice, paddy",31158
1993,494.0,4945.0,23.08,Pakistan,Maize,13983
1990,207.0,909.0,19.34,Tunisia,Wheat,12721
2000,657.0,2953.36,20.28,Zimbabwe,Sorghum,3983
2008,608.0,1846.0,9.9,Bulgaria,Maize,41548
2011,2875.0,41562.16,27.27,Malaysia,"Rice, paddy",37468
2005,1083.0,35342.0,25.62,India,Cassava,304978
1994,282.0,30.96,27.05,Mali,Soybeans,16454
1990,1500.0,60.11,15.11,Nepal,Soybeans,6215
2010,1083.0,40093.69,26.67,India,Sweet potatoes,92069
2006,1083.0,37423.0,25.78,India,Potatoes,185920
2004,1274.0,508.26,21.71,Burundi,Yams,55067
2005,657.0,3129.26,21.49,Zimbabwe,"Rice, paddy",23165
2010,2041.0,731.46,24.67,Mauritius,"Rice, paddy",28354
1991,593.0,24343.0,17.04,Turkey,Wheat,21288
2011,56.0,3548.0,19.44,Libya,Potatoes,189247
1990,661.0,1221.0,19.4,Lebanon,Maize,16910
1993,282.0,33.19,27.55,Mali,Soybeans,17000
2011,1010.0,40.0,24.15,Angola,Wheat,10959
1991,1083.0,72133.0,25.85,India,Cassava,218925
1996,1761.0,101621.67,17.83,Brazil,"Rice, paddy",26578
1991,1083.0,72133.0,25.85,India,"Rice, paddy",26271
1990,1300.0,1762.01,16.91,Uruguay,"Rice, paddy",44474
2009,2666.0,13790.09,26.54,Bangladesh,Sweet potatoes,96232
2009,630.0,1578.0,17.3,Kenya,Cassava,116431
2011,636.0,53549.0,17.98,Spain,Sorghum,43201
2005,626.0,386.0,6.04,Estonia,Potatoes,150277
2012,1761.0,346583.0,24.84,Brazil,Soybeans,26366
2004,1761.0,214725.0,27.72,Brazil,Sweet potatoes,114957
2007,282.0,7.72,27.94,Mali,Soybeans,12147
2011,2280.0,4932.05,26.94,Nicaragua,Potatoes,168339
2004,2387.0,289.9,27.45,Guyana,"Rice, paddy",43294
1995,2280.0,876.0,27.2,Nicaragua,Maize,11868
2011,1162.0,1121.91,11.02,Slovenia,Maize,86856
1997,1083.0,52279.0,25.46,India,Cassava,221117
2004,1083.0,35113.0,25.25,India,Sorghum,7161
2007,216.0,1062.61,23.92,Iraq,Maize,24774
2008,1032.0,890.47,21.76,Mozambique,"Rice, paddy",2836
1998,2274.0,21500.0,22.59,Ecuador,Potatoes,92184
2011,1440.0,27.85,27.1,Haiti,Maize,8103
2005,1083.0,35342.0,26.28,India,Sorghum,7968
2008,534.0,42935.38,16.7,Australia,Maize,56912
2005,1162.0,1383.88,9.62,Slovenia,Soybeans,19360
2007,495.0,26857.0,21.07,South Africa,Soybeans,11202
2007,3142.0,105.0,25.2,Papua New Guinea,Maize,47059
1992,2274.0,2012.0,21.94,Ecuador,Potatoes,77444
2007,2666.0,10962.31,25.95,Bangladesh,"Rice, paddy",40833
2007,1410.0,5689.8,27.12,Dominican Republic,Plantains and others,107774
2012,2702.0,1597.0,27.48,Indonesia,Potatoes,165820
2013,537.0,81659.8,9.19,Canada,Soybeans,28810
2004,1761.0,214725.0,27.72,Brazil,Soybeans,23005
2000,1083.0,44957.52,27.08,India,Sorghum,7639
1999,59.0,2853.74,26.92,Saudi Arabia,Potatoes,250876
2012,1604.0,1372.47,25.18,Cameroon,Potatoes,103444
1998,3142.0,105.0,26.05,Papua New Guinea,Maize,55543
2006,51.0,9781.0,21.15,Egypt,Sorghum,56859
2001,1668.0,78735.45,13.13,Japan,Soybeans,20195
2007,2387.0,246.5,27.3,Guyana,Plantains and others,34707
2010,1738.0,15590.54,16.97,Peru,Sweet potatoes,167924
1992,1996.0,12004.33,19.89,Guatemala,Plantains and others,418505
1999,661.0,1816.0,20.25,Lebanon,Sorghum,16000
1990,1761.0,49695.0,18.47,Brazil,Soybeans,17322
2002,1761.0,145552.0,25.56,Brazil,Cassava,137949
1996,1761.0,101621.67,25.94,Brazil,Wheat,18334
2005,282.0,14.84,28.13,Mali,Yams,165917
2009,494.0,3957.61,26.68,Pakistan,Soybeans,6078
1996,1976.0,6464.0,24.39,Honduras,Sweet potatoes,64106
1990,3142.0,121.0,25.27,Papua New Guinea,"Rice, paddy",18235
1995,1761.0,92967.22,25.65,Brazil,Potatoes,152304
1995,867.0,84011.0,11.69,France,Potatoes,347354
2010,56.0,3548.0,21.17,Libya,Potatoes,193849
1992,2280.0,575.0,27.16,Nicaragua,Sorghum,18239
1992,630.0,3469.0,16.34,Kenya,Sweet potatoes,67531
1996,3142.0,105.0,25.41,Papua New Guinea,Yams,175000
2007,636.0,39286.0,17.24,Spain,Sweet potatoes,168802
2008,1537.0,2011.47,7.98,Switzerland,Wheat,60014
1991,1668.0,79821.18,15.43,Japan,Sweet potatoes,205631
2002,2331.0,986.25,27.14,Suriname,"Rice, paddy",39227
2010,2702.0,1597.0,27.69,Indonesia,"Rice, paddy",50153
2013,1083.0,45620.0,27.1,India,Maize,25726
1992,1083.0,70791.0,25.16,India,Soybeans,8947
1995,1110.0,3402.0,8.79,Austria,Soybeans,22768
2011,1083.0,55540.0,26.41,India,Sweet potatoes,92456
2008,1300.0,13335.22,17.43,Uruguay,Sweet potatoes,93421
2010,2702.0,1597.0,27.69,Indonesia,Maize,44359
1990,1738.0,3134.0,16.84,Peru,Plantains and others,121397
1997,2051.0,909.71,27.8,Jamaica,"Rice, paddy",16111
2007,630.0,1578.0,16.6,Kenya,Plantains and others,123810
1996,1083.0,56114.0,26.46,India,Wheat,24828
2007,1784.0,1940.78,26.02,El Salvador,Sorghum,15307
1995,2702.0,1597.0,25.46,Indonesia,"Rice, paddy",43487
2006,495.0,26857.0,20.86,South Africa,Sweet potatoes,31329
2000,630.0,1998.0,16.73,Kenya,Cassava,69454
2001,691.0,452.56,9.16,Tajikistan,"Rice, paddy",26100
1991,700.0,32006.0,9.36,Germany,Potatoes,298464
1994,593.0,24219.0,19.76,Turkey,Wheat,17975
1996,250.0,13047.0,5.98,Kazakhstan,Maize,16795
2009,1083.0,28707.01,28.1,India,Cassava,343433
1999,758.0,34468.93,20.86,Mexico,Sweet potatoes,193104
2013,2702.0,1597.0,26.72,Indonesia,"Rice, paddy",51520
2008,250.0,7044.9,7.25,Kazakhstan,Soybeans,17326
2008,1410.0,5409.43,26.76,Dominican Republic,Sorghum,21736
2000,1300.0,3650.08,16.95,Uruguay,Maize,15296
2007,2274.0,14156.16,21.99,Ecuador,Sorghum,16000
2000,1668.0,79821.18,15.92,Japan,Soybeans,19184
1991,2051.0,1415.65,27.24,Jamaica,Yams,133724
1998,1604.0,258.02,25.66,Cameroon,Sorghum,9955
2011,1274.0,75.64,21.23,Burundi,Cassava,39948
2005,1522.0,9830.72,6.22,Chile,Potatoes,200600
1996,657.0,2538.0,20.7,Zimbabwe,Cassava,40638
2004,1668.0,64688.88,14.05,Japan,Potatoes,330734
2005,748.0,92.21,29.18,Burkina Faso,Sweet potatoes,83331
2001,652.0,10725.0,18.67,Greece,Sweet potatoes,176963
1999,788.0,0.3,15.34,Lesotho,Maize,9410
2009,1083.0,28707.01,25.73,India,Maize,20238
1996,1083.0,56114.0,25.75,India,Wheat,24828
2000,2702.0,1597.0,27.1,Indonesia,"Rice, paddy",44007
2010,537.0,61050.0,6.73,Canada,Potatoes,128373
1996,1083.0,56114.0,24.78,India,Wheat,24828
1994,1761.0,84312.78,25.42,Brazil,Yams,91667
1994,618.0,8306.31,6.26,Belarus,Maize,5000
2013,1342.0,22.87,25.69,Central African Republic,Plantains and others,28626
2007,1668.0,61164.07,16.03,Japan,Potatoes,340000
2002,1513.0,240.84,20.14,Madagascar,Sorghum,6608
2009,1738.0,11531.33,17.4,Peru,Sweet potatoes,164141
1999,1761.0,127585.0,25.32,Brazil,Sorghum,15711
2008,494.0,4946.79,19.34,Pakistan,Wheat,24514
2004,2702.0,1597.0,27.69,Indonesia,Cassava,154679
2001,1220.0,32893.1,9.69,United Kingdom,Potatoes,402970
2010,1083.0,40093.69,27.16,India,Cassava,347555
2000,1513.0,130.46,19.65,Madagascar,Cassava,70036
2006,1668.0,65248.26,15.92,Japan,"Rice, paddy",63359
2000,1761.0,140423.0,21.69,Brazil,Maize,27182
2004,1113.0,2174.0,10.06,Croatia,Sorghum,37125
2007,1732.0,4939.0,13.44,New Zealand,Potatoes,477612
2011,1032.0,766.93,21.69,Mozambique,Sorghum,6412
2013,1220.0,17673.46,9.57,United Kingdom,Potatoes,408993
1993,589.0,10197.0,10.22,Hungary,Maize,35000
2009,1342.0,22.87,26.17,Central African Republic,Potatoes,12657
1994,383.0,4.44,24.13,Eritrea,Potatoes,80659
2007,1732.0,4939.0,13.44,New Zealand,Sweet potatoes,120253
1990,1622.0,18849.0,27.96,Thailand,"Rice, paddy",19556
2004,758.0,26433.14,16.84,Mexico,Cassava,141677
2011,1761.0,345026.0,21.74,Brazil,Potatoes,262528
2013,1020.0,1670.0,20.14,Zambia,Potatoes,158337
1998,2702.0,1597.0,27.77,Indonesia,Sweet potatoes,95750
1995,854.0,11815.0,17.23,Portugal,Potatoes,148462
2009,1410.0,5975.25,26.91,Dominican Republic,Plantains and others,123255
2010,867.0,61903.0,10.41,France,"Rice, paddy",50432
2001,1083.0,43720.04,27.2,India,"Rice, paddy",31158
2013,534.0,45177.18,19.98,Australia,"Rice, paddy",102177
1995,1180.0,88.0,23.72,Uganda,Maize,15989
2002,591.0,64134.56,18.07,Argentina,Wheat,22398
2012,1440.0,27.85,27.2,Haiti,Sorghum,8939
2012,1522.0,9830.72,13.48,Chile,Sweet potatoes,107692
1997,1083.0,52279.0,25.75,India,Wheat,26789
1998,758.0,34468.93,25.14,Mexico,Sorghum,33152
1997,51.0,4607.0,21.45,Egypt,Maize,71298
1993,1761.0,75658.33,26.06,Brazil,Cassava,120628
2008,847.0,6516.47,10.9,Belgium,Wheat,87585
1990,2274.0,2537.0,22.12,Ecuador,Wheat,7967
1996,1020.0,1670.0,21.19,Zambia,Sweet potatoes,20000
1996,1162.0,953.0,9.24,Slovenia,Wheat,39000
2010,1083.0,40093.69,25.75,India,Sorghum,8602
1995,1083.0,61257.0,25.55,India,Potatoes,162720
2011,593.0,39534.43,10.39,Turkey,Sorghum,69231
2011,1761.0,345026.0,24.32,Brazil,Cassava,146230
2005,1181.0,295.51,21.37,Malawi,Sorghum,2656
2010,591.0,105915.04,17.33,Argentina,Wheat,27113
2006,3240.0,98328.63,22.6,Colombia,Soybeans,20000
2005,2702.0,1597.0,27.44,Indonesia,Maize,34539
2009,1180.0,88.0,24.18,Uganda,Wheat,16667
1995,534.0,25598.0,11.39,Australia,Maize,48263
1993,1083.0,66388.0,27.04,India,Cassava,230430
2008,534.0,42935.38,17.32,Australia,Potatoes,381224
2004,1761.0,214725.0,24.24,Brazil,Wheat,20728
1996,591.0,54595.0,17.64,Argentina,Soybeans,21051
2006,1083.0,37423.0,25.42,India,Soybeans,10628
1999,1083.0,46195.0,26.42,India,Potatoes,175712
2011,591.0,100424.62,17.58,Argentina,Soybeans,26053
1993,1761.0,75658.33,17.93,Brazil,Yams,91471
2000,652.0,10627.0,18.2,Greece,Sweet potatoes,153007
2000,1784.0,2698.93,25.78,El Salvador,Soybeans,22727
2005,1342.0,22.87,25.92,Central African Republic,"Rice, paddy",20087
1992,1187.0,65.8,26.47,Ghana,Sorghum,8422
1999,867.0,114695.0,11.83,France,Wheat,72395
2000,1410.0,5082.0,26.37,Dominican Republic,Sweet potatoes,60559
2006,657.0,3164.45,20.7,Zimbabwe,Sorghum,4091
1998,216.0,755.0,20.65,Iraq,Sorghum,10000
2004,3142.0,105.0,25.23,Papua New Guinea,Sorghum,31398
2011,758.0,65961.1,16.26,Mexico,Sweet potatoes,201465
1998,151.0,36.0,29.97,Niger,"Rice, paddy",29100
2012,565.0,90814.8,8.56,Ukraine,Wheat,27999
2013,1668.0,52794.3,16.0,Japan,Wheat,38616
1991,2702.0,3259.0,27.05,Indonesia,Potatoes,132721
2012,1410.0,6316.61,26.84,Dominican Republic,Yams,66228
2002,832.0,94211.0,13.14,Italy,"Rice, paddy",62700
2013,1668.0,52794.3,13.91,Japan,Wheat,38616
1993,346.0,10585.43,17.11,Morocco,Potatoes,156153
1994,593.0,24219.0,18.35,Turkey,Soybeans,24138
1997,537.0,38258.2,6.0,Canada,Maize,68702
2010,1761.0,342580.0,27.56,Brazil,Potatoes,258859
2002,56.0,5291.88,19.96,Libya,Maize,15000
2001,1668.0,78735.45,15.47,Japan,Maize,25000
2000,1761.0,140423.0,24.36,Brazil,Yams,91522
1993,608.0,3777.25,9.0,Bulgaria,"Rice, paddy",34761
2013,661.0,1816.0,20.08,Lebanon,Potatoes,260759
1993,1083.0,66388.0,25.06,India,Sorghum,8981
2010,534.0,42169.39,16.72,Australia,Sorghum,30279
1996,151.0,22.0,29.71,Niger,Potatoes,159195
2002,1083.0,42482.56,26.06,India,Soybeans,7624
1999,600.0,8466.0,8.96,Poland,Maize,57506
2000,1083.0,44957.52,27.08,India,"Rice, paddy",28508
2013,593.0,39440.0,14.07,Turkey,Sorghum,26544
2007,758.0,64501.28,16.38,Mexico,Soybeans,14121
1992,346.0,10178.29,17.56,Morocco,"Rice, paddy",30694
2013,1083.0,45620.0,27.1,India,Sorghum,8502
1998,1761.0,118930.56,24.78,Brazil,Yams,91823
1998,250.0,6416.14,3.25,Kazakhstan,"Rice, paddy",32162
2008,562.0,218.2,9.51,Armenia,Maize,53424
2011,1738.0,15436.91,17.03,Peru,Plantains and others,132389
1997,591.0,77691.0,18.29,Argentina,Soybeans,17212
2009,534.0,38065.68,17.39,Australia,"Rice, paddy",84609
1991,1668.0,79821.18,13.32,Japan,Soybeans,14013
2008,1010.0,40.0,24.27,Angola,Sweet potatoes,65437
2002,758.0,16189.88,25.07,Mexico,Sorghum,29859
2010,758.0,63402.29,19.62,Mexico,Sorghum,39246
1991,1032.0,102.26,21.77,Mozambique,Potatoes,124670
2001,1996.0,10023.42,19.62,Guatemala,Sorghum,13629
1999,867.0,114695.0,11.83,France,Potatoes,397361
1992,1162.0,1309.0,10.78,Slovenia,Wheat,41937
2010,593.0,38554.69,21.02,Turkey,Potatoes,323303
2012,748.0,843.0,28.67,Burkina Faso,Soybeans,10949
1992,1761.0,67003.89,20.21,Brazil,Wheat,14295
1995,2666.0,1702.0,26.09,Bangladesh,Maize,10700
1998,3240.0,60687.0,23.07,Colombia,Soybeans,21197
1998,494.0,18406.0,27.36,Pakistan,Potatoes,136186
1993,1020.0,1080.0,21.0,Zambia,Soybeans,13090
1997,285.0,56.0,19.97,Namibia,Maize,15727
2002,216.0,878.68,20.1,Iraq,Potatoes,170047
1996,686.0,411.33,25.49,Senegal,Sorghum,8948
2004,1761.0,214725.0,27.24,Brazil,"Rice, paddy",35565
2008,867.0,78577.0,11.28,France,Sorghum,62159
2009,1162.0,1162.87,11.06,Slovenia,Wheat,39643
2013,1784.0,6005.08,26.36,El Salvador,Maize,29461
2004,1976.0,3034.91,24.68,Honduras,Wheat,5287
2006,1761.0,238716.0,19.35,Brazil,Cassava,140463
1997,1292.0,484.59,25.81,Bahamas,Sweet potatoes,30800
2002,534.0,26651.0,16.63,Australia,Sorghum,24561
1995,1761.0,92967.22,20.61,Brazil,Sweet potatoes,110676
2005,282.0,14.84,28.13,Mali,Cassava,146798
2001,686.0,282.02,25.79,Senegal,Sorghum,8565
2009,346.0,13697.0,18.73,Morocco,Potatoes,195328
1994,758.0,34468.93,16.45,Mexico,Sorghum,29566
2010,1083.0,40093.69,25.54,India,Sweet potatoes,92069
1990,1410.0,4971.0,26.61,Dominican Republic,Potatoes,118759
2007,151.0,30.57,29.85,Niger,Sweet potatoes,159870
2011,1761.0,345026.0,27.36,Brazil,Wheat,26602
1996,2274.0,2407.0,21.34,Ecuador,Sweet potatoes,36429
1992,1083.0,70791.0,26.41,India,Soybeans,8947
2011,1522.0,9830.72,13.25,Chile,Wheat,58060
1994,151.0,62.0,29.05,Niger,Cassava,118909
2012,534.0,48687.88,20.08,Australia,"Rice, paddy",89098
2013,1220.0,17673.46,8.39,United Kingdom,Wheat,73838
2001,636.0,35700.0,12.33,Spain,Maize,97208
1993,1083.0,66388.0,25.92,India,Maize,16015
1996,1083.0,56114.0,25.34,India,"Rice, paddy",28226
2007,1083.0,27422.77,25.82,India,Potatoes,164101
2012,1083.0,52980.0,25.45,India,Maize,25557
1999,1604.0,653.0,24.97,Cameroon,Soybeans,6373
1996,2331.0,142.0,27.09,Suriname,"Rice, paddy",37025
1996,1485.0,313.96,15.64,Albania,Maize,32604
2011,591.0,100424.62,17.58,Argentina,Cassava,100000
2009,1300.0,13475.41,16.96,Uruguay,Sorghum,47606
1993,1083.0,66388.0,27.46,India,Wheat,23267
2006,591.0,65872.12,18.1,Argentina,Wheat,25302
1991,758.0,34468.93,21.2,Mexico,Soybeans,21218
1992,216.0,692.0,17.76,Iraq,Wheat,5999
2007,854.0,16682.39,16.11,Portugal,Sweet potatoes,78788
2000,1181.0,220.22,20.22,Malawi,Plantains and others,57895
2012,1274.0,98.59,21.44,Burundi,Wheat,4448
2001,700.0,33423.49,9.19,Germany,Maize,88376
2010,1410.0,6316.61,26.93,Dominican Republic,Potatoes,237316
2007,593.0,48715.51,18.6,Turkey,Sorghum,32222
1991,1083.0,72133.0,25.74,India,Sorghum,6553
2013,636.0,54197.0,17.0,Spain,Wheat,36447
2013,383.0,27.63,25.87,Eritrea,Wheat,12000
1993,1274.0,96.99,21.17,Burundi,Potatoes,28125
2009,703.0,2836.0,9.22,Denmark,Potatoes,415861
1999,1083.0,46195.0,26.06,India,Sorghum,8472
2008,1761.0,312637.0,21.86,Brazil,Soybeans,28162
2001,1300.0,4433.04,17.61,Uruguay,Sorghum,40630
1997,2331.0,139.0,27.27,Suriname,Maize,22833
1996,600.0,9824.0,6.71,Poland,Potatoes,202826
1996,2702.0,1597.0,26.83,Indonesia,Potatoes,158631
1996,1761.0,101621.67,20.18,Brazil,Potatoes,146506
2004,691.0,228.5,9.24,Tajikistan,Potatoes,183006
1996,700.0,31683.0,7.88,Germany,Potatoes,390096
1997,832.0,84799.0,8.18,Italy,Wheat,28563
2000,1761.0,140423.0,18.65,Brazil,Sweet potatoes,110351
1991,700.0,32006.0,8.79,Germany,Potatoes,298464
2002,1651.0,278.77,27.53,Guinea,Plantains and others,52231
2012,1083.0,52980.0,26.94,India,Cassava,385818
1996,691.0,826.0,7.55,Tajikistan,Wheat,8566
1995,593.0,27328.0,12.06,Turkey,"Rice, paddy",50045
2002,1668.0,70262.54,16.0,Japan,Wheat,40010
1990,495.0,16582.0,18.91,South Africa,Maize,22051
2002,657.0,3023.72,21.08,Zimbabwe,Sorghum,2652
2002,1761.0,145552.0,27.85,Brazil,Potatoes,194038
2001,1761.0,151523.0,26.08,Brazil,Potatoes,184997
2009,636.0,35199.0,17.45,Spain,Potatoes,318545
2009,1410.0,5975.25,26.91,Dominican Republic,Potatoes,219707
1999,1300.0,3925.03,16.62,Uruguay,Wheat,19537
2004,2702.0,1597.0,26.97,Indonesia,Cassava,154679
1990,832.0,100596.4,7.97,Italy,Sweet potatoes,214829
2006,758.0,50891.95,23.33,Mexico,Potatoes,248610
2010,494.0,2968.44,27.45,Pakistan,Soybeans,5730
1990,1537.0,2282.0,8.19,Switzerland,Potatoes,379017
2004,151.0,26.31,29.8,Niger,Sorghum,2519
2006,1761.0,238716.0,20.6,Brazil,"Rice, paddy",38798
2012,1342.0,22.87,25.28,Central African Republic,Plantains and others,28333
2000,636.0,34597.0,17.15,Spain,Soybeans,21870
1996,383.0,4.44,24.36,Eritrea,Wheat,3665
2013,657.0,2550.07,19.76,Zimbabwe,Cassava,46000
1993,89.0,1021.89,17.0,Algeria,Potatoes,111215
1999,758.0,34468.93,19.74,Mexico,Cassava,136634
2013,1537.0,2098.5,7.94,Switzerland,Potatoes,325935
1993,691.0,2280.0,7.29,Tajikistan,Wheat,8513
2004,1032.0,572.99,21.89,Mozambique,Cassava,60017
1991,1761.0,58349.44,27.21,Brazil,Potatoes,140264
2004,832.0,83810.0,12.75,Italy,Potatoes,251485
1994,1083.0,61357.0,24.29,India,Soybeans,9106
1999,59.0,2853.74,26.92,Saudi Arabia,Wheat,42526
2011,537.0,62107.2,6.52,Canada,Soybeans,28738
1992,3240.0,15305.94,27.38,Colombia,"Rice, paddy",40960
2006,1083.0,37423.0,26.37,India,Wheat,26188
2008,1604.0,882.13,25.42,Cameroon,Soybeans,11999
2001,589.0,5458.0,10.47,Hungary,Soybeans,20156
1990,51.0,13214.0,21.6,Egypt,Sorghum,46920
2008,51.0,9527.0,22.64,Egypt,Wheat,65031
2008,495.0,26857.0,15.75,South Africa,Potatoes,340000
1999,534.0,34200.0,19.75,Australia,"Rice, paddy",91615
2007,700.0,40740.64,10.88,Germany,Soybeans,10000
1992,624.0,1497.0,7.94,Sweden,Potatoes,331543
1996,56.0,87.0,19.24,Libya,Potatoes,187273
2012,534.0,48687.88,11.79,Australia,Maize,64654
1990,1180.0,72.0,23.36,Uganda,Wheat,20000
2013,1668.0,52794.3,16.02,Japan,Soybeans,15520
2007,1083.0,27422.77,27.23,India,"Rice, paddy",32924
2008,1300.0,13335.22,17.43,Uruguay,"Rice, paddy",78989
2009,637.0,6548.7,12.47,Romania,Sorghum,23758
1997,494.0,16936.0,25.16,Pakistan,Maize,16352
2007,593.0,48715.51,19.82,Turkey,Potatoes,276422
2006,1083.0,37423.0,27.28,India,Soybeans,10628
1991,2280.0,575.0,27.04,Nicaragua,Maize,10228
2000,1500.0,111.72,15.13,Nepal,Soybeans,8492
2000,2051.0,909.71,26.96,Jamaica,"Rice, paddy",9231
1995,565.0,51986.39,8.26,Ukraine,"Rice, paddy",36409
1995,250.0,13535.0,6.53,Kazakhstan,Maize,19316
1994,867.0,89515.0,11.96,France,Soybeans,25978
2010,534.0,42169.39,12.37,Australia,Maize,55593
2011,1996.0,16540.71,19.85,Guatemala,Cassava,12491
2001,495.0,26857.0,15.68,South Africa,Sweet potatoes,34804
1999,1020.0,1670.0,20.53,Zambia,Cassava,57107
1997,1761.0,110276.11,25.2,Brazil,Soybeans,22977
2005,1083.0,35342.0,26.73,India,Sweet potatoes,88477
2001,494.0,11871.0,19.79,Pakistan,Sweet potatoes,104168
1997,1761.0,110276.11,25.2,Brazil,Potatoes,152748
2008,51.0,9527.0,22.64,Egypt,Maize,79053
1992,1274.0,92.08,21.31,Burundi,Maize,14218
1992,1181.0,173.19,20.89,Malawi,Plantains and others,39362
2008,534.0,42935.38,19.79,Australia,Sweet potatoes,266530
2000,1083.0,44957.52,26.13,India,Soybeans,8222
2004,1083.0,35113.0,25.69,India,Maize,19073
2008,1118.0,2790.17,9.42,Ireland,Wheat,89684
2002,534.0,26651.0,20.38,Australia,Soybeans,19487
1991,1761.0,58349.44,27.21,Brazil,Cassava,126164
1992,1083.0,70791.0,24.62,India,Potatoes,160294
2008,1180.0,88.0,23.68,Uganda,Cassava,72252
2004,593.0,28831.0,19.48,Turkey,Soybeans,35714
2013,1604.0,1372.47,25.45,Cameroon,Sweet potatoes,54288
2007,1522.0,9830.72,5.51,Chile,Sweet potatoes,73077
2009,1032.0,914.92,21.7,Mozambique,Maize,10000
2009,1083.0,28707.01,28.1,India,Sweet potatoes,90080
2010,591.0,105915.04,17.84,Argentina,Potatoes,289849
1997,1761.0,110276.11,25.2,Brazil,"Rice, paddy",27310
1997,1732.0,3249.0,12.77,New Zealand,Potatoes,445545
1994,1738.0,3134.0,17.31,Peru,Soybeans,12655
2001,1083.0,43720.04,25.34,India,"Rice, paddy",31158
1993,593.0,28042.0,18.82,Turkey,Soybeans,23551
2001,1274.0,72.56,21.24,Burundi,Yams,58376
2008,2387.0,234.27,27.31,Guyana,Yams,123377
2013,2274.0,6471.77,17.28,Ecuador,Maize,23702
1996,593.0,30286.0,11.92,Turkey,Potatoes,235756
1991,636.0,39147.0,11.92,Spain,Wheat,24592
2001,636.0,35700.0,12.33,Spain,Potatoes,259926
1999,691.0,601.94,8.74,Tajikistan,"Rice, paddy",24908
2000,636.0,34597.0,17.15,Spain,"Rice, paddy",70661
2002,630.0,1578.0,16.61,Kenya,Maize,15126
2006,593.0,27421.0,11.12,Turkey,Potatoes,276077
1991,1651.0,80.0,27.22,Guinea,Yams,100000
1993,758.0,34468.93,21.04,Mexico,Sorghum,29408
1990,1083.0,75000.0,25.58,India,Sorghum,8136
1997,1761.0,110276.11,27.85,Brazil,Sorghum,19757
2000,1083.0,44957.52,24.69,India,Cassava,269087
2001,1996.0,10023.42,19.62,Guatemala,Cassava,14288
2006,589.0,11523.0,10.67,Hungary,"Rice, paddy",32342
1994,51.0,4283.0,22.02,Egypt,Sweet potatoes,247138
2006,608.0,2103.5,9.08,Bulgaria,Maize,45328
2002,2702.0,1597.0,27.01,Indonesia,Soybeans,12360
1990,534.0,17866.0,16.8,Australia,Sweet potatoes,137140
2013,788.0,62.32,14.03,Lesotho,Potatoes,173611
1990,1761.0,49695.0,27.07,Brazil,Soybeans,17322
2001,56.0,4284.5,21.1,Libya,Potatoes,195000
2005,1212.0,222.92,20.29,Rwanda,Yams,47826
2004,1410.0,3713.96,26.83,Dominican Republic,Maize,14924
